date,신고건수,Week,정기적_이벤트,비정기적_이벤트,뉴스개수,금리,누적확진자수,확진자수,소비자물가지수,비트코인거래량,네이버_보이스피싱,다음카카오_보이스피싱,구글_보이스피싱,네이버_대출,다음카카오_대출,구글_대출검색,은행영업일,이전7일건수_평균,이전7일_뉴스개수,이전7일_확진자수,이전7일_비트코인거래량,이전7일_네이버_보이스피싱,이전7일_다음카카오_보이스피싱,이전7일_구글_보이스피싱,이전7일_네이버_대출,이전7일_다음카카오_대출,이전7일_구글_대출검색,이전7일_은행영업일수,이전4주_뉴스개수,이전4주_확진자수,이전4주_비트코인거래량,이전4주_네이버_보이스피싱,이전4주_다음카카오_보이스피싱,이전4주_구글_보이스피싱,이전4주_네이버_대출,이전4주_다음카카오_대출,이전4주_구글_대출검색,이전4주건수_평균
2020-01-17,44,3,0,0,5.0,1.25,0.0,0.0,100.09,748320.0,14.95833,17.0,5.0,27.0554,27.0,19.0,1,24.142857142857142,9.571428571428571,0.0,390664.28571428574,12.057535714285716,13.0,4.214285714285714,23.097372857142854,23.0,19.214285714285715,5.0,,,,,,,,,,
2020-01-18,6,3,0,0,27.0,1.25,0.0,0.0,100.09,794110.0,14.33333,19.0,5.0,23.42834,25.0,19.0,0,26.857142857142858,13.0,0.0,503958.5714285714,12.224202857142856,13.714285714285714,4.607142857142857,23.09427285714286,23.571428571428573,19.107142857142858,5.0,,,,,,,,,,
2020-01-19,4,3,0,0,4.0,1.25,0.0,0.0,100.09,627740.0,6.86111,10.0,5.0,12.25649,11.0,19.0,0,26.714285714285715,13.428571428571429,0.0,482671.4285714286,12.236108571428572,14.0,5.0,23.140757142857144,23.714285714285715,19.0,5.0,,,,,,,,,,
2020-01-20,13,4,0,0,15.0,1.25,0.0,0.0,100.09,975010.0,7.27777,9.0,3.0,13.71859,13.0,17.25,1,26.428571428571427,15.285714285714286,0.0,536927.1428571428,12.456345714285716,14.0,4.714285714285714,23.19405857142857,24.0,18.75,5.0,,,,,,,,,,
2020-01-21,16,4,0,0,7.0,1.25,0.0,0.0,100.09,599060.0,11.36111,11.0,3.0,31.14668,28.0,17.25,1,25.0,14.714285714285714,0.0,535270.0,12.015869999999998,14.285714285714286,4.428571428571429,23.27029285714286,23.142857142857142,18.5,5.0,,,,,,,,,,
2020-01-22,9,4,0,0,11.0,1.25,0.0,0.0,100.09,540200.0,11.91666,14.0,3.0,27.13349,29.0,17.25,1,23.571428571428573,12.285714285714286,0.0,612230.0,11.777774285714289,14.142857142857142,4.142857142857143,23.102947142857143,23.142857142857142,18.25,5.0,,,,,,,,,,
2020-01-23,8,4,0,0,15.0,1.25,0.0,0.0,100.09,509060.0,10.94444,10.0,3.0,24.04008,25.0,17.25,1,18.428571428571427,12.0,0.0,684785.7142857143,11.09325,12.857142857142858,3.857142857142857,22.682724285714283,22.571428571428573,18.0,5.0,,,,,,,,,,
2020-01-24,4,4,0,0,15.0,1.25,0.0,0.0,100.09,722670.0,9.69444,11.0,3.0,18.77738,18.0,17.25,0,13.857142857142858,13.428571428571429,0.0,681121.4285714285,10.341265714285717,12.0,3.571428571428572,21.50015,21.285714285714285,17.75,5.0,,,,,,,,,,
2020-01-25,4,4,0,0,13.0,1.25,0.0,0.0,100.09,617020.0,6.45833,8.0,3.0,8.99822,5.0,17.25,0,7.714285714285714,11.428571428571429,0.0,655822.8571428572,9.216265714285711,10.428571428571429,3.2857142857142856,19.438704285714287,18.428571428571427,17.5,4.0,,,,,,,,,,
2020-01-26,4,4,0,0,4.0,1.25,0.0,0.0,100.09,444000.0,4.33333,7.0,3.0,7.3886,4.0,17.25,0,7.142857142857143,11.428571428571429,0.0,629574.2857142857,8.855154285714287,10.0,3.0,18.74329142857143,17.428571428571427,17.25,4.0,,,,,,,,,,
2020-01-27,4,5,0,0,1.0,1.25,0.0,0.0,100.09,468340.0,3.48611,5.0,2.75,9.09367,6.0,18.25,0,7.0,9.428571428571429,0.0,557192.8571428572,8.313488571428572,9.428571428571429,2.9642857142857144,18.08258857142857,16.428571428571427,17.392857142857142,4.0,,,,,,,,,,
2020-01-28,15,5,0,0,6.0,1.25,0.0,0.0,100.09,706450.0,4.84722,5.0,2.75,13.63182,11.0,18.25,1,5.285714285714286,9.285714285714286,0.0,572534.2857142857,7.382932857142856,8.571428571428571,2.9285714285714284,15.580465714285712,14.0,17.535714285714285,3.0,,,,,,,,,,
2020-01-29,9,5,0,0,2.0,1.25,0.0,0.0,100.09,954200.0,8.94444,11.0,2.75,30.40478,31.0,18.25,1,5.142857142857143,8.0,0.0,631677.1428571428,6.958329999999999,8.142857142857142,2.892857142857143,16.047792857142856,14.285714285714286,17.678571428571427,3.0,8.321428571428571,0.0,550334.2857142857,10.00842857142857,11.678571428571429,3.1785714285714284,20.545663571428573,20.178571428571427,18.776785714285715,17.75
2020-01-30,5,5,0,0,1.0,1.25,0.0,0.0,100.09,749880.0,8.72222,10.0,2.75,25.90134,26.0,18.25,1,5.142857142857143,6.0,0.0,666080.0,6.64087,8.142857142857142,2.857142857142857,16.31368714285714,14.428571428571429,17.821428571428573,3.0,8.321428571428571,0.0,562105.7142857143,10.170631071428572,11.785714285714286,3.1964285714285716,21.066758571428572,20.785714285714285,18.723214285714285,17.928571428571427
2020-01-31,10,5,0,0,11.0,1.25,0.0,0.0,100.09,765210.0,9.76388,11.0,2.75,25.44145,26.0,18.25,1,4.714285714285714,5.428571428571429,0.0,672157.1428571428,6.650790000000001,8.142857142857142,2.821428571428572,17.265697142857142,15.571428571428571,17.964285714285715,3.0,8.607142857142858,0.0,566835.3571428572,10.142853214285713,11.75,3.2142857142857144,21.042586785714285,20.714285714285715,18.669642857142858,17.071428571428573
2020-02-01,8,5,0,0,29.0,1.25,0.0,0.0,100.16,633370.0,10.19444,7.0,2.75,20.89461,23.0,18.25,0,6.0,7.714285714285714,0.0,674492.8571428572,7.18452,8.0,2.7857142857142856,18.96518142857143,18.142857142857142,18.107142857142858,4.0,9.535714285714286,0.0,556016.7857142857,10.056543571428572,11.5,3.232142857142857,20.988974285714285,20.714285714285715,18.616071428571427,16.321428571428573
2020-02-02,4,5,0,0,6.0,1.25,0.0,0.0,100.16,458420.0,5.40277,6.0,2.75,11.92676,10.0,18.25,0,6.857142857142857,8.0,0.0,676552.8571428572,7.337297142857143,7.857142857142857,2.75,19.61349,19.0,18.25,4.0,9.607142857142858,0.0,553677.8571428572,10.0079325,11.321428571428571,3.25,20.962787857142853,20.678571428571427,18.5625,16.392857142857142
2020-02-03,11,6,0,0,2.0,1.25,2.0,2.0,100.16,683370.0,5.20833,5.0,4.25,11.96581,11.0,21.5,1,7.285714285714286,8.142857142857142,0.2857142857142857,707271.4285714285,7.583328571428572,7.857142857142857,2.9642857142857144,20.02379571428571,19.714285714285715,18.714285714285715,4.0,9.678571428571429,0.07142857142857142,555650.3571428572,9.949896785714287,11.214285714285714,3.3214285714285716,20.89244107142857,20.607142857142858,18.625,16.392857142857142
2020-02-04,32,6,0,0,5.0,1.25,15.0,13.0,100.16,701390.0,19.16666,25.0,4.25,27.39815,34.0,21.5,1,8.714285714285714,8.0,2.142857142857143,706548.5714285715,9.628962857142856,10.714285714285714,3.1785714285714284,21.990414285714287,23.0,19.178571428571427,5.0,9.714285714285714,0.5357142857142857,552601.7857142857,10.139380714285712,11.607142857142858,3.392857142857143,20.817755714285713,20.607142857142858,18.6875,16.285714285714285
2020-02-05,21,6,0,0,16.0,1.25,15.0,0.0,100.16,651680.0,34.02777,39.0,4.25,25.46748,28.0,21.5,1,11.142857142857142,10.0,2.142857142857143,663331.4285714285,13.212295714285714,14.714285714285714,3.392857142857143,21.285085714285717,22.571428571428573,19.642857142857142,5.0,10.035714285714286,0.5357142857142857,575840.0,10.836305357142859,12.428571428571429,3.4642857142857144,20.736562499999998,20.571428571428573,18.75,16.142857142857142
2020-02-06,16,6,0,0,11.0,1.25,19.0,4.0,100.16,771460.0,62.88888,92.0,4.25,24.14421,24.0,21.5,1,12.857142857142858,11.428571428571429,2.7142857142857144,666414.2857142857,20.95039,26.428571428571427,3.607142857142857,21.034067142857143,22.285714285714285,20.107142857142858,5.0,9.892857142857142,0.6785714285714286,603349.6428571428,12.611106785714286,15.071428571428571,3.5357142857142856,20.70216392857143,20.428571428571427,18.8125,15.678571428571429
2020-02-07,16,6,0,0,26.0,1.25,23.0,4.0,100.16,778670.0,42.25,70.0,4.25,23.3112,25.0,21.5,1,14.428571428571429,13.571428571428571,3.2857142857142856,668337.1428571428,25.591264285714285,34.857142857142854,3.821428571428572,20.729745714285716,22.142857142857142,20.571428571428573,5.0,10.5,0.8214285714285714,603070.0,13.660213928571428,17.0,3.607142857142857,20.648241428571428,20.5,18.875,14.892857142857142
2020-02-08,7,6,0,0,2.0,1.25,24.0,1.0,100.16,608960.0,21.27777,30.0,4.25,21.15926,18.0,21.5,0,15.285714285714286,9.714285714285714,3.4285714285714284,664850.0,27.174597142857145,38.142857142857146,4.035714285714286,20.767552857142853,21.428571428571427,21.035714285714285,5.0,10.464285714285714,0.8571428571428571,624781.0714285715,13.949896428571426,17.571428571428573,3.6785714285714284,20.566427857142855,20.392857142857142,18.9375,14.571428571428571
2020-02-09,4,6,0,0,0.0,1.25,24.0,0.0,100.16,551310.0,11.95833,18.0,4.25,11.80528,11.0,21.5,0,15.142857142857142,8.857142857142858,3.4285714285714284,678120.0,28.111105714285717,39.85714285714285,4.25,20.75019857142857,21.571428571428573,21.5,5.0,10.428571428571429,0.8571428571428571,616729.6428571428,14.13491642857143,17.928571428571427,3.75,20.561934285714283,20.428571428571427,19.0,14.571428571428571
2020-02-10,31,7,0,0,6.0,1.25,27.0,3.0,100.16,617350.0,8.29166,14.0,5.75,13.23701,11.0,23.5,1,14.857142857142858,9.428571428571429,3.571428571428572,668688.5714285715,28.55158142857143,41.142857142857146,4.464285714285714,20.93179857142857,21.571428571428573,21.785714285714285,5.0,10.571428571428571,0.9642857142857143,617520.0,14.226186071428572,18.107142857142858,3.7767857142857144,20.55806035714286,20.428571428571427,19.160714285714285,14.571428571428571
2020-02-11,15,7,0,0,19.0,1.25,27.0,0.0,100.16,781220.0,16.73611,21.0,5.75,31.00785,29.0,23.5,1,17.714285714285715,11.428571428571429,1.7142857142857142,680092.8571428572,28.20436,40.57142857142857,4.678571428571429,21.447470000000003,20.857142857142858,22.071428571428573,5.0,10.857142857142858,0.9642857142857143,623611.4285714285,14.308031428571429,18.535714285714285,3.8035714285714284,20.57216071428571,20.25,19.321428571428573,14.857142857142858
2020-02-12,26,7,0,0,24.0,1.25,28.0,1.0,100.16,791280.0,21.01388,23.0,5.75,27.98386,26.0,23.5,1,15.285714285714286,12.571428571428571,1.8571428571428568,700035.7142857143,26.345232857142857,38.285714285714285,4.892857142857143,21.806952857142857,20.571428571428573,22.357142857142858,5.0,10.714285714285714,1.0,651818.5714285715,14.573408214285715,18.821428571428573,3.830357142857143,20.560694642857147,20.142857142857142,19.482142857142858,14.464285714285714
2020-02-13,43,7,0,0,48.0,1.25,28.0,0.0,100.16,803250.0,39.98611,65.0,5.75,27.80163,25.0,23.5,1,16.0,17.857142857142858,1.2857142857142858,704577.1428571428,23.07340857142857,34.42857142857143,5.107142857142857,22.329441428571425,20.714285714285715,22.642857142857142,5.0,11.821428571428571,1.0,680464.2857142857,15.439479642857142,20.464285714285715,3.857142857142857,20.58998,20.0,19.642857142857142,13.785714285714286
2020-02-14,23,7,0,0,9.0,1.25,28.0,0.0,100.16,940300.0,45.11111,43.0,5.75,26.37424,23.0,23.5,1,19.857142857142858,15.428571428571429,0.7142857142857143,727667.1428571428,23.48213857142857,30.571428571428573,5.321428571428571,22.76701857142857,20.428571428571427,22.928571428571427,5.0,11.964285714285714,1.0,687320.7142857143,16.516364642857145,21.392857142857142,3.8839285714285716,20.565652857142855,19.857142857142858,19.803571428571427,13.892857142857142
2020-02-15,8,7,0,0,6.0,1.25,28.0,0.0,100.16,732510.0,32.40277,39.0,5.75,23.16369,22.0,23.5,0,20.857142857142858,16.0,0.5714285714285714,745317.1428571428,25.071424285714283,31.857142857142858,5.535714285714286,23.053365714285714,21.0,23.214285714285715,5.0,11.214285714285714,1.0,685120.7142857143,17.161701785714286,22.107142857142858,3.9107142857142856,20.556201071428575,19.75,19.964285714285715,13.142857142857142
2020-02-16,4,7,0,0,2.0,1.25,28.0,0.0,100.16,808810.0,16.41666,15.0,5.75,13.21966,11.0,23.5,0,21.0,16.285714285714285,0.5714285714285714,782102.8571428572,25.708328571428574,31.428571428571427,5.75,23.25542,21.0,23.5,5.0,11.142857142857142,1.0,691587.5,17.502971428571428,22.285714285714285,3.9375,20.590600000000002,19.75,20.125,13.214285714285714
2020-02-17,41,8,0,0,9.0,1.25,29.0,1.0,100.16,808910.0,10.81944,13.0,6.75,13.90081,12.0,20.25,1,21.428571428571427,16.714285714285715,0.2857142857142857,809468.5714285715,26.06944,31.285714285714285,5.892857142857143,23.350248571428573,21.142857142857142,23.035714285714285,5.0,10.928571428571429,1.0357142857142858,685655.3571428572,17.629459642857142,22.428571428571427,4.071428571428571,20.597107857142856,19.714285714285715,20.232142857142858,13.214285714285714
2020-02-18,18,8,0,0,56.0,1.25,30.0,1.0,100.16,961880.0,27.76388,34.0,6.75,31.90593,30.0,20.25,1,22.857142857142858,22.0,0.4285714285714285,835277.1428571428,27.644835714285712,33.142857142857146,6.035714285714286,23.47854571428572,21.285714285714285,22.571428571428573,5.0,12.678571428571429,1.0714285714285714,698613.2142857143,18.215272857142857,23.25,4.205357142857143,20.624223928571432,19.785714285714285,20.339285714285715,14.214285714285714
2020-02-19,27,8,0,0,10.0,1.25,31.0,1.0,100.16,945910.0,20.41666,17.0,6.75,27.81031,26.0,20.25,1,23.285714285714285,20.0,0.4285714285714285,857367.1428571428,27.559518571428573,32.285714285714285,6.178571428571429,23.453752857142856,21.285714285714285,22.107142857142858,5.0,12.642857142857142,1.1071428571428572,713102.8571428572,18.518844285714287,23.357142857142858,4.339285714285714,20.64839607142857,19.678571428571427,20.446428571428573,14.285714285714286
2020-02-20,22,8,0,0,6.0,1.25,51.0,20.0,100.16,905950.0,31.29166,34.0,6.75,26.63022,23.0,20.25,1,23.428571428571427,14.0,3.2857142857142856,872038.5714285715,26.317454285714284,27.857142857142858,6.321428571428571,23.286408571428574,21.0,21.642857142857142,5.0,12.321428571428571,1.8214285714285714,727277.5,19.245530714285714,24.214285714285715,4.473214285714286,20.74090107142857,19.607142857142858,20.553571428571427,14.928571428571429
2020-02-21,50,8,0,0,3.0,1.25,104.0,53.0,100.16,870800.0,22.59722,19.0,6.75,26.8081,25.0,20.25,1,20.428571428571427,13.142857142857142,10.857142857142858,862110.0,23.10118428571429,24.428571428571427,6.464285714285714,23.34838857142857,21.285714285714285,21.178571428571427,5.0,11.892857142857142,3.7142857142857144,732567.8571428572,19.706344285714287,24.5,4.607142857142857,21.0277125,19.857142857142858,20.660714285714285,15.428571428571429
2020-02-22,4,8,0,0,32.0,1.25,204.0,100.0,100.16,716610.0,29.22222,25.0,6.75,23.28951,20.0,20.25,0,24.285714285714285,16.857142857142858,25.142857142857142,859838.5714285715,22.64682,22.428571428571427,6.607142857142857,23.36636285714286,21.0,20.714285714285715,5.0,12.571428571428571,7.285714285714286,736124.6428571428,20.519340357142855,25.107142857142858,4.741071428571429,21.538115714285713,20.392857142857142,20.767857142857142,17.071428571428573
2020-02-23,4,8,0,0,7.0,1.25,433.0,229.0,100.16,589880.0,17.05555,22.0,6.75,12.27385,11.0,20.25,0,23.428571428571427,17.571428571428573,57.85714285714285,828562.8571428572,22.738090000000003,23.428571428571427,6.75,23.231247142857143,21.0,20.25,5.0,12.678571428571429,15.464285714285714,741334.6428571428,20.973705357142858,25.642857142857142,4.875,21.712588928571424,20.642857142857142,20.875,17.071428571428573
2020-02-24,41,9,0,0,10.0,1.25,602.0,169.0,100.16,775880.0,9.16666,10.0,4.5,12.53416,8.0,17.25,1,23.428571428571427,17.714285714285715,81.85714285714286,823844.2857142857,22.50197857142857,23.0,6.428571428571429,23.03601142857143,20.428571428571427,19.821428571428573,5.0,13.0,21.5,752318.2142857143,21.176582142857143,25.821428571428573,4.9375,21.83546357142857,20.714285714285715,20.839285714285715,17.071428571428573
2020-02-25,36,9,0,0,4.0,1.25,833.0,231.0,100.16,980000.0,18.51388,18.0,4.5,30.40912,35.0,17.25,1,23.428571428571427,10.285714285714286,114.71428571428572,826432.8571428572,21.18055,20.714285714285715,6.107142857142857,22.82218142857143,21.142857142857142,19.392857142857142,5.0,12.928571428571429,29.75,762087.8571428572,21.66467714285714,26.285714285714285,5.0,22.434652857142858,21.571428571428573,20.803571428571427,18.392857142857142
2020-02-26,21,9,0,0,16.0,1.25,977.0,144.0,100.16,937970.0,22.48611,23.0,4.5,29.18564,31.0,17.25,1,26.0,11.142857142857142,135.14285714285714,825298.5714285715,21.47618571428572,21.571428571428573,5.785714285714286,23.018657142857144,21.857142857142858,18.964285714285715,5.0,13.428571428571429,34.892857142857146,761508.2142857143,22.148308214285716,26.714285714285715,5.0625,22.391112142857143,21.571428571428573,20.767857142857142,19.142857142857142
2020-02-27,18,9,0,0,3.0,1.25,1261.0,284.0,100.16,1320.0,21.02777,19.0,4.5,27.91878,31.0,17.25,1,25.142857142857142,10.714285714285714,172.85714285714286,696065.7142857143,20.009915714285714,19.428571428571427,5.464285714285714,23.202737142857146,23.0,18.535714285714285,5.0,13.5,45.035714285714285,734773.9285714285,22.587792142857143,27.035714285714285,5.125,22.46316357142857,21.75,20.732142857142858,19.571428571428573
2020-02-28,37,9,0,0,20.0,1.25,1766.0,505.0,100.16,1130.0,28.65277,31.0,4.5,27.43719,24.0,17.25,1,24.571428571428573,13.142857142857142,237.42857142857144,571827.1428571428,20.874994285714287,21.142857142857142,5.142857142857143,23.292607142857143,22.857142857142858,18.107142857142858,5.0,13.821428571428571,63.07142857142857,707485.3571428572,23.262395357142857,27.75,5.1875,22.53444,21.678571428571427,20.696428571428573,20.035714285714285
2020-02-29,5,9,0,0,16.0,1.25,2337.0,571.0,100.16,1080.0,31.08333,29.0,4.5,26.21805,26.0,17.25,0,22.714285714285715,10.857142857142858,304.7142857142857,469608.5714285714,21.140867142857143,21.714285714285715,4.821428571428571,23.71097,23.714285714285715,17.678571428571427,5.0,13.357142857142858,83.46428571428571,684903.5714285715,24.00842714285714,28.535714285714285,5.25,22.724562857142853,21.785714285714285,20.660714285714285,21.0
2020-03-01,5,9,0,0,4.0,0.75,3150.0,813.0,99.94,683440.0,15.41666,14.0,4.5,13.81404,11.0,17.25,0,23.142857142857142,10.428571428571429,388.1428571428572,482974.28571428574,20.90674,20.571428571428573,4.5,23.930997142857144,23.714285714285715,17.25,5.0,13.285714285714286,112.5,692940.0,24.366066071428573,28.821428571428573,5.3125,22.791965714285716,21.821428571428573,20.625,20.892857142857142
2020-03-02,20,10,0,0,34.0,0.75,3736.0,586.0,99.94,784050.0,9.75,10.0,5.75,14.47351,13.0,18.5,1,23.285714285714285,13.857142857142858,447.7142857142857,484141.4285714286,20.99007428571429,20.571428571428573,4.678571428571429,24.208047142857144,24.428571428571427,17.428571428571427,5.0,14.428571428571429,133.35714285714286,696535.7142857143,24.528268571428573,29.0,5.366071428571429,22.881526428571426,21.892857142857142,20.517857142857142,20.928571428571427
2020-03-03,44,10,0,0,21.0,0.75,4212.0,476.0,99.94,1020.0,19.0,18.0,5.75,31.74541,32.0,18.5,1,20.285714285714285,16.285714285714285,482.7142857142857,344287.14285714284,21.05952,20.571428571428573,4.857142857142857,24.398945714285716,24.0,17.607142857142858,5.0,15.0,149.89285714285714,671522.5,24.52231642857143,28.75,5.419642857142857,23.036785714285713,21.821428571428573,20.410714285714285,21.25
2020-03-04,31,10,0,0,8.0,0.75,4812.0,600.0,99.94,1010.0,19.63888,19.0,5.75,28.92967,27.0,18.5,1,21.428571428571427,15.142857142857142,547.8571428571429,210435.7142857143,20.652772857142857,20.0,5.035714285714286,24.36237857142857,23.428571428571427,17.785714285714285,5.0,14.714285714285714,171.32142857142858,648284.2857142857,24.0084275,28.035714285714285,5.473214285714286,23.16043535714286,21.785714285714285,20.303571428571427,21.678571428571427
2020-03-05,13,10,0,0,4.0,0.75,5328.0,516.0,99.94,759690.0,20.04166,19.0,5.75,27.96216,28.0,18.5,1,22.857142857142858,15.285714285714286,581.0,318774.28571428574,20.5119,20.0,5.214285714285714,24.368575714285715,23.0,17.964285714285715,5.0,14.464285714285714,189.60714285714286,647863.9285714285,22.478169642857143,25.428571428571427,5.526785714285714,23.296790714285713,21.928571428571427,20.196428571428573,22.035714285714285
2020-03-06,29,10,0,0,12.0,0.75,5766.0,438.0,99.94,950760.0,19.20833,14.0,5.75,27.76259,30.0,18.5,1,22.142857142857142,14.142857142857142,571.4285714285714,454435.7142857143,19.162694285714284,17.571428571428573,5.392857142857143,24.41506142857143,23.857142857142858,18.142857142857142,5.0,13.964285714285714,205.10714285714286,654010.0,21.65525285714286,23.428571428571427,5.580357142857143,23.455768928571427,22.107142857142858,20.089285714285715,21.928571428571427
2020-03-07,10,10,0,0,7.0,0.75,6284.0,518.0,99.94,1040.0,17.09722,9.0,5.75,24.25267,24.0,18.5,0,21.0,12.857142857142858,563.8571428571429,454430.0,17.16467857142857,14.714285714285714,5.571428571428571,24.13429285714286,23.571428571428573,18.321428571428573,5.0,14.142857142857142,223.57142857142858,632298.5714285715,21.505947499999998,22.678571428571427,5.633928571428571,23.56624785714286,22.321428571428573,19.982142857142858,22.392857142857142
2020-03-08,4,10,0,0,1.0,0.75,6767.0,483.0,99.94,750650.0,9.33333,9.0,5.75,13.34548,11.0,18.5,0,21.714285714285715,12.428571428571429,516.7142857142857,464031.4285714286,16.29563142857143,14.0,5.75,24.067355714285718,23.571428571428573,18.5,5.0,14.178571428571429,240.82142857142858,639417.8571428572,21.4121975,22.357142857142858,5.6875,23.621254999999998,22.321428571428573,19.875,22.5
2020-03-09,29,11,0,0,2.0,0.75,7134.0,367.0,99.94,1110.0,8.30555,8.0,6.75,14.4388,14.0,17.25,1,21.285714285714285,7.857142857142857,485.4285714285714,352182.8571428572,16.08928142857143,13.714285714285714,5.892857142857143,24.062397142857144,23.714285714285715,18.321428571428573,5.0,14.035714285714286,253.82142857142858,617409.2857142857,21.412693571428573,22.142857142857142,5.723214285714286,23.664176071428567,22.428571428571427,19.651785714285715,22.5
2020-03-10,21,11,0,0,7.0,0.75,7382.0,248.0,99.94,1540.0,34.86111,48.0,6.75,33.81925,42.0,17.25,1,22.571428571428573,5.857142857142857,452.8571428571428,352257.14285714284,18.355154285714285,18.0,6.035714285714286,24.358660000000004,25.142857142857142,18.142857142857142,5.0,13.607142857142858,262.67857142857144,589563.5714285715,22.060015,23.107142857142858,5.758928571428571,23.764583214285715,22.892857142857142,19.428571428571427,22.428571428571427
